number.json,type,content
5116.json,pants-fire,"['mitt', 'romney', ',', 'rick', 'perri', ',', 'newt', 'gingrich', 'say', 'would', 'cut', 'foreign', 'aid', 'israel', 'everi', 'countri', 'zero', '.']"
5801.json,false,"['say', 'bu', 'rider', 'subsid', 'expens', ',', 'romantic', 'leander-to-austin', 'train', '.']"
9676.json,half-true,"['activ', 'father', 'make', 'children', '<num>', 'percent', 'like', 'graduat', 'colleg', '.']"
10659.json,half-true,"['dalla', 'african-american', 'hispan', 'student', 'pass', 'ap', 'exam', 'higher', 'rate', 'place', 'america', '.']"
3384.json,true,"['...', 'sold', 'state', 'airplan', 'promis', '.']"
10726.json,mostly-true,"['wisconsin', ',', 'second', 'arrest', 'carri', 'pot', 'feloni', ',', 'second', 'subsequ', 'arrest', 'carri', 'gun', 'illeg', 'misdemeanor', '.']"
10239.json,barely-true,"['keyston', 'xl', 'allow', 'canada', 'pump', 'oil', ',', 'send', 'land', ',', 'gulf', ',', 'sold', 'everywher', 'els', '.']"
3684.json,false,"['drill', 'oil', 'outer', 'continent', 'shelf', 'part', 'alaska', 'immedi', 'reduc', 'danger', 'depend', 'foreign', 'oil', '.']"
10130.json,true,"['lawyer', 'demand', 'sever', 'houston', 'pastor', 'hand', 'citi', 'govern', 'mani', 'privat', 'paper', ',', 'includ', 'sermon', '.']"
4779.json,mostly-true,"['half', 'peopl', 'food', 'stamp', 'today', 'children', '.']"
8071.json,true,"['say', 'deficit', 'fall', 'fastest', 'rate', '<num>', 'year', '.']"
8611.json,true,"['day', 'ago', ',', 'iran', 'suprem', 'leader', '(', 'ali', ')', 'khamenei', ',', 'overse', 'implement', 'agreement', ',', 'call', 'israel', 'rabid', 'dog', 'accus', 'unit', 'state', 'war', 'crime', '.']"
12866.json,barely-true,"['know', '.', 'bank', 'longer', 'loan', '(', 'donald', 'trump', ')', 'money', 'he', 'terribl', 'risk', '.', 'goe', '(', 'russian', ')', 'oligarch', 'borrow', 'money', '.']"
12417.json,false,"['let', 'say', 'dont', 'think', '(', 'berni', 'sander', ')', 'singl', 'neg', 'ad', 'ever', 'run', '.']"
13425.json,pants-fire,"['fbi', 'confirm', 'evid', 'huge', 'underground', 'clinton', 'sex', 'network', '.']"
2041.json,true,"['attorney', 'gener', 'mccollum', ',', 'speaker-design', 'cannon', ',', 'senat', 'president-design', 'haridopolo', 'stood', 'governor', 'crist', 'work', 'remov', 'jim', 'greer', 'chairman', 'mismanag', 'parti', '.']"
7374.json,false,"['definit', 'taker', 'maker']"
6499.json,mostly-true,"['thirti', 'percent', '[', 'sheldon', 'whitehous', 'campaign', ']', 'money', 'come', 'special', 'interest', '.']"
2736.json,mostly-true,"['lizbeth', 'benacquisto', 'support', 'would', 'make', '(', 'abort', ')', 'illeg', 'case', ',', 'includ', 'rape', ',', 'incest', ',', 'even', 'save', 'woman', 'life', '.']"
8208.json,mostly-true,"['halfway', 'presid', 'goal', 'cut', 'greenhous', 'ga', 'emiss', 'half', 'substitut', 'natur', 'ga', 'coal', 'power', 'sector', '.']"
1821.json,half-true,"['primari', 'elect', 'result', 'show', 'democrat', 'strong', 'kentucki', 'democrat', 'candid', '``', 'got', 'vote', 'rand', 'paul', '.', ""''""]"
3962.json,mostly-true,"['say', '<num>', 'percent', 'nation', 'fatal', 'car', 'crash', '<num>', 'attribut', 'distract', 'drive', '.']"
8945.json,mostly-true,"['folk', 'wage', 'havent', 'gone', 'decad', '.']"
3519.json,half-true,"['say', 'photo', 'id', 'vote', 'law', 'georgia', 'didnt', 'dissuad', 'black', 'voter', 'particip', 'vote', '.', 'hasnt', ',', 'doesnt', ',', 'appar', ',', 'caus', 'effect', 'state', ',', 'help', '.']"
3537.json,half-true,"['ratio', 'peopl', 'work', 'govern', 'work', 'manufactur', 'today', 'almost', 'exact', 'revers', 'situat', '<num>', '.']"
7973.json,false,"['say', 'terri', 'mcauliff', 'oppos', 'virginia', 'right-to-work', 'law', '.']"
5902.json,mostly-true,"['say', 'sinc', '<num>', ',', 'austin', 'tax', 'burden', 'rose', '<num>', 'percent', 'famili', 'incom', 'rose', '<num>', 'percent', '.']"
10434.json,true,"['republican', 'parti', 'presidenti', 'elect', 'without', 'either', 'bush', 'nixon', 'ticket', 'sinc', '<num>', '.']"
3799.json,pants-fire,"['say', 'barehand', 'catch', 'post', 'youtub', 'real', '.']"
7413.json,false,"['phoenix', 'alreadi', 'one', 'kidnap', 'capit', 'world', '.']"
1708.json,barely-true,"['health', 'care', 'educ', 'reconcili', 'act', 'largest-ev', 'invest', 'higher', 'educ', '.']"
9183.json,mostly-true,"['seventy-two', 'percent', 'georgian', 'chanc', 'finish', 'colleg', '.']"
4446.json,false,"['major', 'last', 'quarter', 'sherrod', 'brown', 'campaign', 'contribut', 'came', 'outsid', 'state', 'ohio', '.']"
10380.json,mostly-true,"['say', 'mitch', 'mcconnel', 'credit', 'republican', 'recent', 'econom', 'improv', 'even', 'though', 'took', 'control', 'senat', 'day', 'ago', '.']"
10789.json,mostly-true,"['penn', 'state', 'univers', 'studi', 'found', 'electron', 'cigarett', '.', '.', '.', 'far', 'less', 'addict', 'cigarett', '.']"
8551.json,false,"['(', 'feder', 'minimum', 'wage', ')', '$', '<num>', ',', 'cant', 'even', 'make', 'half', 'poverti', 'level', '.']"
11042.json,true,"['jasper', 'counti', 'texa', 'rais', 'properti', 'tax', '<num>', 'percent', 'order', 'pay', 'one', 'death', 'penalti', 'case', '.']"
12714.json,false,"['clinton', 'camp', 'first', 'get', 'tri', 'say', 'someth', 'untoward', 'speech', 'melania', 'trump', 'gave', '.']"
4258.json,half-true,"['say', 'voter', 'identif', 'law', 'keep', 'poor', 'peopl', 'vote', ',', 'minor', 'vote', ',', 'elderli', 'vote', ',', 'student', 'vote', '.']"
7542.json,true,"['nearli', '<num>', 'percent', '--', 'almost', 'two-third', '--', 'new', 'perman', 'resid', 'obtain', 'statu', 'virtu', 'famili', 'statu', '.']"
4560.json,barely-true,"['say', 'politician', 'approv', 'collect', 'bargain', 'restrict', 'public', 'employe', 'exploit', 'loophol', 'exempt', 'senat', 'bill', '<num>', '.']"
8627.json,half-true,"['good', 'sign', 'obamacar', 'california', ',', 'proport', 'kid', 'sign', 'proport', 'kid', 'popul', '.']"
7099.json,false,"['wisconsin', 'state', 'allow', 'parent', 'guardian', 'purchas', 'alcohol', 'children', 'regardless', 'whether', 'child', 'seven', '<num>', 'year', 'old', 'bar', 'restaur', '.']"
2700.json,half-true,"['compani', 'may', 'close', ',', 'govern', 'essenti', 'say', 'dont', 'hire', 'lifeguard', 'watch', 'worker', ',', 'cant', 'stay', 'open', '.']"
9650.json,pants-fire,"['<num>', 'homicid', 'commit', 'illeg', 'alien', 'past', 'six', 'year', '.']"
9307.json,half-true,"['explos', 'growth', 'medicar', 'reason', 'feder', 'deficit', 'spend', 'predict', 'top', '$', '<num>', 'trillion', 'fall', '$', '<num>', 'billion', 'annual', '.']"
7835.json,barely-true,"['two', 'week', 'sign', 'taxpay', 'protect', 'pledg', ',', '(', 'charli', 'crist', ')', 'break', '.']"
6166.json,true,"['massachusett', 'governor', ',', 'mitt', 'romney', 'use', 'line-item', 'veto', 'cut', 'million', 'dollar', 'firefight', 'equip', ',', 'includ', 'firefight', 'coat', ',', 'pant', ',', 'helmet', 'boot', '.']"
4549.json,false,"['measur', 'promis', 'creat', '<num>', 'private-sector', 'job', 'seven', 'year', '.']"
9963.json,half-true,"['say', 'rick', 'scott', 'pled', 'fifth', '<num>', 'time', 'avoid', 'jail', 'medicar', 'fraud', '.']"
2194.json,barely-true,"['time', 'presid', 'obama', 'offic', ',', 'lost', '<num>', 'million', 'free', 'enterpris', 'system', 'job', ',', ',', 'yet', ',', '<num>', 'feder', 'govern', 'job', 'ad', '.']"
13141.json,barely-true,"['brock', 'turner', 'earli', 'releas', 'regular', 'occurr', 'prop', '.', '<num>', 'pass', '.']"
6797.json,mostly-true,"['tax', 'lower', 'famili', 'theyv', 'probabl', 'last', '<num>', 'year', '.']"
2705.json,barely-true,"['state', 'repres', ',', 'david', 'cicillin', 'argu', 'megan', 'law', 'vote', 'mandatori', 'registr', 'sex', 'offend', '.']"
220.json,true,"['guy', ""n't"", 'even', 'support', 'ronald', 'reagan', '.']"
9755.json,half-true,"['say', 'rick', 'scott', 'let', 'duke', '(', 'energi', ')', 'keep', 'collect', 'billion', 'despit', 'troubl', 'power', 'plant', '.']"
6423.json,half-true,"['say', 'mitt', 'romney', 'paid', '<num>', 'percent', 'tax', 'probabl', 'less', '.']"
13340.json,half-true,"['execut', 'director', 'democrat', 'parti', 'virginia', '<num>', 'peopl', 'payrol', '<num>', '.']"
3159.json,barely-true,"['new', 'start', 'treati', 'pass', 'despit', 'signific', 'concern', 'among', 'peopl', 'state', 'defens', 'depart', '.']"
8076.json,pants-fire,"['u.s.', 'depart', 'homeland', 'secur', 'told', 'bank', '--', 'write', '--', 'may', 'inspect', 'safe', 'deposit', 'box', 'without', 'warrant', 'seiz', 'gold', ',', 'silver', ',', 'gun', 'valuabl', 'find', 'insid', 'box', '!']"
12694.json,half-true,"['know', 'second', 'sport', 'concuss', '?', 'women', 'soccer', 'third', 'danger', 'sport', '?', 'cheerlead', '.']"
10236.json,pants-fire,"['austin', 'mayor', 'candid', 'steve', 'adler', 'never', 'activ', 'anyth', 'citi', 'hall', '.']"
1167.json,mostly-true,"['waterboard', ',', 'incident', ',', 'hundr', 'militari', 'personnel', '.', 'waterboard', 'train', 'toughen', '.']"
10343.json,half-true,"['graduat', 'rate', 'player', 'major', 'footbal', 'colleg', 'still', 'twenti', 'point', 'male', 'campu', 'peer', 'worsen', 'past', 'three', 'year', '.']"
9761.json,pants-fire,"['wife', 'ferguson', ',', 'mo.', ',', 'polic', 'chief', 'said', 'african-american', 'ferguson', 'feral', 'violent', '.']"
11432.json,barely-true,"['milwauke', 'counti', ',', 'juvenil', 'arrest', 'car', 'theft', 'get', 'sent', 'immedi', 'home', ',', 'point', 'system', 'juvenil', 'court', 'hold', 'suspect', ',', 'stolen', 'car', 'get', 'zero', 'point', '.']"
237.json,pants-fire,"['obama', 'enrol', 'wahabi', 'school', 'jakarta', '.', 'wahab', 'radic', 'teach', 'follow', 'muslim', 'terrorist', 'wage', 'jihad', 'western', 'world', '.']"
5677.json,true,"['get', '(', 'teacher', ')', 'union', ',', 'pay', '<num>', 'percent', '$', '<num>', '.', 'your', 'union', ',', 'youv', 'got', 'pay', 'everi', 'year', ',', 'also', 'requir', 'statut', '.', 'that', 'call', 'represent', 'fee', '.']"
2789.json,false,"['system', 'feder', 'world', '.']"
11129.json,mostly-true,"['top', 'one-tenth', '<num>', 'percent', 'american', 'almost', 'much', 'wealth', 'bottom', '<num>', 'percent', '.']"
359.json,false,"['hillari', ""'s"", 'main', 'extracurricular', 'activ', 'law', 'school', 'help', 'black', 'panther', ',', 'trial', 'connecticut', 'tortur', 'kill', 'feder', 'agent', '.']"
13504.json,mostly-true,"['texan', 'pay', 'sixth-highest', 'properti', 'tax', 'nation', '.']"
6027.json,half-true,"['figur', 'cite', 'gov', '.', 'scott', 'walker', 'commonli', 'use', 'measur', 'job', 'creation', '.']"
1164.json,pants-fire,"['past', 'month', ',', ""'ve"", 'learn', '``', 'ca', ""n't"", 'count', 'media', 'debunk', ""''"", 'lie', 'health', 'insur', 'reform', '.']"
4411.json,true,"['day', 'presid', 'obama', 'took', 'offic', ',', 'gasolin', '$', '<num>', 'gallon', '.']"
3400.json,false,"['say', 'student', 'receiv', 'free', 'reduc', 'lunch', 'perform', 'well', 'student', '.']"
11818.json,false,"['never', 'ask', '(', 'megyn', 'kelli', ')', 'remov', 'debat', 'moder', '.']"
1094.json,half-true,"['stimulu', '``', 'deliv', '$', '<num>', 'billion', 'tax', 'relief', 'american', 'work', 'famili', 'busi', ""''""]"
8608.json,false,"['wisconsin', ',', '<num>', 'peopl', 'kind', 'addict', 'gambl', 'problem', ',', 'whether', 'patholog', 'wed', 'categor', 'problem', 'gambler', '.']"
5814.json,half-true,"['say', 'mitt', 'romney', 'top', 'five', 'donor', 'wall', 'street', 'firm', ',', 'barack', 'obama', 'top', 'five', 'technolog', 'compani', 'univers', '.']"
10900.json,barely-true,"['dont', 'smart', 'fifth-grad', 'know', 'caus', 'climat', 'sun', '.', 'sun', '.', 'peopl', 'tell', ',', 'carbon', 'dioxid', 'warm', 'earth', '.', ',', 'doesnt', '.', 'sun', 'warm', 'earth', '.']"
11347.json,mostly-true,"['everi', 'gener', 'citi', 'milwauke', 'employe', 'pay', 'toward', 'pension', ',', 'approxim', '<num>', 'percent', 'polic', 'offic', 'firefight', '.']"
6421.json,false,"['actual', 'made', 'histori', '<num>', '.', 'came', 'closest', '<num>', 'year', 'defeat', 'frank', 'pallon', '.']"
9646.json,barely-true,"['say', 'new', 'report', 'show', 'devast', 'tax', 'hike', '(', 'health', 'care', 'law', ')', 'middle-class', 'kentuckian', '.']"
12744.json,mostly-true,"['hillari', 'clinton', 'plan', 'massiv', ',', 'mean', 'massiv', ',', 'tax', 'increas', ',', 'propos', 'largest', 'tax', 'reduct', 'candid', 'run', 'presid', 'year', ',', 'democrat', 'republican', '.']"
4407.json,true,"['republican-control', 'wisconsin', 'assembl', 'approv', 'one', '<num>', 'amend', 'offer', 'assembl', 'democrat', '<num>', '.']"
12574.json,mostly-true,"['despit', 'rhetor', 'democrat', 'politician', ',', 'peopl', 'employ', 'year', 'point', 'histori', 'wisconsin', '.']"
13311.json,half-true,"['even', 'time', '(', 'donald', 'trump', ')', 'didnt', 'get', 'emmi', 'tv', 'program', 'three', 'year', 'row', 'start', 'tweet', 'emmi', 'rig', '.']"
10945.json,true,"['top25', 'hedg', 'fund', 'manag', '(', ')', 'make', 'america', 'kindergarten', 'teacher', 'combin', '.']"
10692.json,barely-true,"['barack', 'obama', ',', 'averag', 'cost', 'famili', 'health', 'care', 'premium', 'increas', '$', '<num>']"
11381.json,half-true,"['sell', '<num>', 'percent', 'gun', 'without', 'background', 'check', '.']"
6897.json,half-true,"['end', 'war', 'iraq', ',', 'gov', '.', 'romney', 'said', 'tragic', 'mistak', ',', 'left', '<num>', 'troop', '.']"
6653.json,half-true,"['weve', 'got', '<num>', 'percent', 'unemploy', '(', 'ohio', ')', ',', 'includ', 'folk', 'stop', 'look', 'work', ',', 'actual', '<num>', 'percent', '.']"
11919.json,mostly-true,"['say', 'dontr', 'hamilton', ',', 'kill', 'confront', 'milwauke', 'polic', 'offic', ',', 'unarm', '.']"
1108.json,pants-fire,"['non-u', 'citizen', ',', 'illeg', ',', 'provid', 'free', 'health', 'care', 'servic', '.']"
12100.json,half-true,"['requir', 'photo', 'id', 'would', 'keep', '<num>', 'missourian', 'vote', '.']"
9751.json,barely-true,"['kid', 'come', 'affluent', 'background', 'take', 'advantag', 'student', 'loan', 'program', 'grant', 'mani', 'middle-class', 'famili', 'connect', 'colleg', 'pick', 'tab', '.']"
178.json,mostly-true,"['believ', 'tax', 'cut', '.', 'believ', 'supply-sid', '.', 'cut', 'incom', 'tax', 'think', '<num>', 'percent', '.', 'got', '<num>', 'percent', 'revenu', '.']"
10564.json,half-true,"['particular', 'point', 'time', ',', 'look', 'field', ',', 'there', 'one', 'individu', 'that', 'ever', 'uniform', 'countri', 'onand', 'that', '.']"
12757.json,mostly-true,"['nearli', '<num>', 'illeg', 'immigr', 'crimin', 'record', ',', 'order', 'deport', 'countri', ',', 'tonight', 'roam', 'free', 'threaten', 'peac', 'citizen', '.']"
625.json,barely-true,"['john', 'mccain', 'worri', 'nuclear', 'wast', 'arizona', ',', 'nevada', '.']"
8396.json,false,"['rather', 'priorit', 'pass', 'ethic', 'reform', 'measur', 'restor', 'trust', 'state', 'govern', ',', '(', 'democrat', ')', 'sat', 'hand', 'noth', 'major', '.']"
1468.json,false,"['vice', 'presid', 'joe', 'biden', ""'s"", 'meet', '``', 'transpar', 'account', 'board', '.', '.', '.', 'close', 'public', '.', ""''""]"
5299.json,false,"['say', 'wipe', 'state', 'agricultur', 'depart', 'inspect', 'egg', 'retail', 'site', 'like', 'groceri', 'store', '.']"
10664.json,pants-fire,"['say', 'ted', 'cruz', 'flip-flop', 'presid', 'need', 'u.s.-born', '.']"
13460.json,true,"['texa', 'spend', 'per', 'day', 'hous', 'inmat', 'student', '.']"
7563.json,true,"['go', 'back', '<num>', ',', 'wayn', 'lapierr', 'testifi', 'behalf', 'nra', 'background', 'check', 'appropri', 'done', '.']"
9348.json,mostly-true,"['wisconsin', 'school', 'voucher', 'program', 'research', 'show', 'go', 'improv', 'student', 'learn', '.']"
8329.json,barely-true,"['obamacar', ',', 'fix', 'get', 'hit', 'biggest', 'entitl', 'program', 'american', 'taxpay', 'ever', 'seen', '.']"
1991.json,false,"['say', 'gop', 'challeng', ',', 'doug', 'macginniti', ',', '``', 'hadnt', 'vote', 'republican', 'primari', 'almost', '<num>', 'year', '<num>', '.']"
104.json,true,"[""n't"", 'think', 'rudi', 'fred', 'john', 'mccain', 'support', 'marriag', 'amend', '.']"
612.json,false,"['john', 'mccain', 'refus', 'support', 'new', 'bipartisan', 'energi', 'bill', '``', 'would', 'take', 'away', 'tax', 'break', 'oil', 'compani', 'like', 'exxon', 'mobil', '.', ""''""]"
7347.json,mostly-true,"['say', 'gov', '.', 'john', 'kasich', 'remov', 'presid', 'state', 'board', 'educ', '.']"
9841.json,true,"['wisconsin', 'dead', 'last', 'midwest', 'job', 'growth', '.']"
3321.json,true,"['law', 'establish', 'whether', 'rhode', 'island', 'public', 'employe', 'properti', 'right', 'pension', '.']"
4387.json,mostly-true,"['rail', 'doesnt', 'great', 'job', 'lessen', 'traffic', '.']"
8112.json,barely-true,"['judg', 'took', 'star', 'scientif', 'tax', 'case', 'away', 'ken', 'cuccinelli']"
8451.json,pants-fire,"['wisconsin', 'sold', 'fresh', 'water', 'california', ',', 'help', 'state', 'dairi', 'industri', ',', 'lost', 'bunch', 'job', '(', ')', 'bunch', 'farmland', '.']"
10621.json,mostly-true,"['everi', 'day', ',', 'black', 'name', 'resum', '<num>', 'percent', 'less', 'like', 'get', 'respond', 'white', 'nameresum', '.']"
10825.json,true,"['bush', 'administr', ',', 'actual', 'promin', 'liber', 'write', 'book', 'bush', 'prepar', 'fascist', 'takeov', 'countri', '.']"
12290.json,mostly-true,"['past', 'two', 'year', ',', 'florida', 'cut', '$', '<num>', 'billion', 'tax', '.']"
11712.json,false,"['say', 'face', 'record', 'budget', 'deficit', 'virginia', '<num>', '.']"
12504.json,pants-fire,"['say', 'berni', 'sander', 'win', 'california', 'landslid', ',', '⅔', 'vote', 'arent', 'count', '.']"
7755.json,half-true,"['say', 'texa', 'lead', 'nation', 'fatal', 'industri', 'accid', '.']"
133.json,true,"['nearli', 'half', 'hispan', 'voter', 'arizona', ""'s"", 'last', 'elect', 'support', 'four', 'measur', '``', 'tough', 'illeg', 'immigr', '.', ""''""]"
7652.json,pants-fire,"['gov', '.', 'scott', 'walker', '(', ')', 'halfway', '(', ')', '<num>', 'job', 'goal', '.']"
6178.json,false,"['obamacar', 'mean', '<num>', 'million', 'american', ',', 'lose', 'insur', 'current', ',', 'insur', 'like', 'want', 'keep', '.']"
6339.json,half-true,"['mike', 'dovilla', 'big', 'idea', 'like', 'expand', 'ohio', 'motion', 'pictur', 'tax', 'credit', ',', 'help', 'bring', 'film', 'like', 'aveng', 'cleveland', ',', 'help', 'make', 'state', '.', '<num>', 'midwest', 'job', 'creation', '.']"
1729.json,half-true,"['u.s.', 'rep.', 'bill', 'young', '``', 'accept', '$', '<num>', 'lobbyist', 'recipi', 'earmark', '.', ""''""]"
8119.json,true,"['sinc', 'afford', 'care', 'act', 'pass', ',', '<num>', 'percent', 'job', 'growth', 'full-tim', 'posit', '.']"
1550.json,true,"['debt', 'almost', 'doubl', 'austin', 'gov', '.', 'perri', '.']"
4077.json,half-true,"['let', 'say', '(', 'republican', ')', 'take', 'away', 'half', 'deleg', '.', 'theyr', 'worth', 'iowa', ',', 'new', 'hampshir', 'almost', 'south', 'carolina', 'combin', '.']"
11207.json,barely-true,"['there', 'tremend', 'number', 'public', 'offici', 'done', 'thing', 'hillari', 'clinton', 'privat', 'email', 'server', '.']"
4216.json,false,"['last', 'year', 'health', 'care', 'reform', ',', 'bunch', 'bureaucrat', 'decid', 'whether', 'get', 'care', ',', 'continu', 'dialysi', 'cancer', 'chemotherapi', '.']"
9365.json,barely-true,"['obama', 'administr', 'spent', '$', '<num>', 'stimulu', 'fund', 'reloc', 'shrub', 'sell', '$', '<num>', '.']"
981.json,false,"['net', 'global', 'warm', 'decad', '.']"
11074.json,half-true,"['thank', 'obama', 'administr', 'negoti', ',', 'iran', 'nuclear', 'program', 'lock', ',', 'key', 'camera', '<num>', 'hour', 'day', ',', '<num>', 'day', 'year', '.']"
1674.json,false,"['race', 'democrat', 'top', 'target', 'novemb', '.']"
6032.json,half-true,"['georgia', 'public', 'servic', 'commiss', 'member', 'stan', 'wise', 'receiv', '<num>', 'percent', 'campaign', 'money', 'util', 'suppos', 'regul', '.']"
7388.json,mostly-true,"['say', 'mitt', 'romney', 'agre', 'tie', 'minimum', 'wage', 'increas', 'inflat', '.']"
10166.json,false,"['result', 'obamacar', ',', 'california', 'senior', 'face', 'benefit', 'cut', '$', '<num>']"
8371.json,true,"['first', 'time', 'sinc', 'korean', 'war', ',', 'total', 'feder', 'spend', 'gone', 'two', 'year', 'row', '.']"
3744.json,mostly-true,"['say', 'rick', 'perri', 'turn', 'invit', 'meet', 'presid', 'barack', 'obama', 'el', 'paso', '.']"
8262.json,barely-true,"['<num>', ',', 'state', 'put', 'togeth', 'list', '<num>', 'peopl', 'thought', 'inelig', 'vote', '.', 'came', 'less', '<num>', '.']"
1918.json,half-true,"['republican', 'parti', 'lost', '<num>', 'million', 'regist', 'voter', 'sinc', '<num>', '.', 'democrat', 'parti', 'lost', '<num>', 'million', 'regist', 'voter', '(', ')', 'voter', 'registr', 'libertarian', 'parti', 'rose', '<num>', 'percent', '.']"
4614.json,mostly-true,"['proudest', 'accomplish', '(', 'tenur', ')', 'leav', 'state', '$', '<num>', 'billion', 'surplu', ',', 'largest', 'wed', 'ever', ',', 'get', 'spend', 'control', 'balanc', 'budget', '.']"
13344.json,pants-fire,"['recent', 'though', ',', 'media', 'report', 'thousand', 'illeg', 'voter', 'commonwealth', '.']"
13239.json,barely-true,"['stop', 'smiley', 'cooki', 'pick', 'great', 'cooki', 'famili', ',', 'along', 'rudi', '.']"
4423.json,mostly-true,"['mike', 'trainor', '...', 'still', 'owe', '$', '<num>', 'state', '.']"
11018.json,barely-true,"['suprem', 'court', 'view', 'radic', 'step', 'public', 'opinion', 'regard', 'decis', 'legal', 'same-sex', 'marriag', 'nationwid', '.']"
2930.json,half-true,"['come', 'state', 'deficit', ',', 'wisconsin', 'proport', 'much', 'troubl', 'state', 'california', '.']"
4886.json,half-true,"['eighti', 'percent', 'net', 'new', 'job', 'creat', 'state', 'texa', 'sinc', '<num>', 'went', 'foreign-born', '.']"
4388.json,pants-fire,"['mayor', 'fung', 'want', 'punish', 'children', 'educ', 'remov', '<num>', 'million', 'dollar', 'current', 'fund', 'pay', 'privat', 'charter', 'school', '.', 'tax', 'would', 'increas', '<num>', '<num>', 'percent', 'per', 'year', '.']"
1592.json,half-true,"['rule', 'suprem', 'court', ',', 'lobbyist', 'could', 'go', 'legisl', 'say', ',', ""n't"", 'vote', 'way', 'bill', ',', ""'re"", 'go', 'run', 'million-dollar', 'campaign', 'district', '.']"
5473.json,mostly-true,"['larger', 'number', 'shark', 'attack', 'florida', 'case', 'voter', 'fraud', '.']"
3408.json,mostly-true,"['democrat', 'becom', 'parti', '[', 'atlanta', ']', 'metro', 'area', 'black', '.']"
3959.json,half-true,"['say', 'altern', 'social', 'secur', 'oper', 'galveston', 'counti', ',', 'texa', ',', 'meant', 'particip', 'retir', 'whole', 'lot', 'money', 'social', 'secur', '.']"
2253.json,false,"['lift', 'u.s.', 'cuban', 'embargo', 'allow', 'travel', 'cuba', '.']"
1155.json,pants-fire,"['depart', 'veteran', 'affair', 'manual', 'tell', 'veteran', 'stuff', 'like', ',', ""'are"", 'realli', 'valu', 'commun', '?', ""'"", 'know', ',', 'encourag', 'commit', 'suicid', '.']"
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
,,['nan']
